IDENTITY_ID,TARGET_FLAG,OB_VC_Actv_Days,IB_VC_Actv_Days,GPRS_Actv_Days,OB_SMS_Actv_Days,IB_SMS_Actv_Days,RECH_Actv_Days,RECH_AMT,GPRS_REV,GPRS_SUB_REV,GPRS_FLAG,RECH_FLAG,GPRS_VOL_MB,Tech_Awareness,NW Experience,Sites_Perc,Target_SUB_Perc,Target_Conv_Perc
9943,1,11,27,4,30,30,4,140,0,0,1,1,0.6,0,0.98,0.41,0.0154,0.0492
9944,0,14,23,1,1,1,2,200,0,0,1,1,0,0,0.96,0.9,0.0703,0.0117
9945,0,26,28,5,17,24,1,100,4.05,0,1,1,157.3,0,0.97,0.69,0.0597,-0.0104
9946,0,19,30,16,3,25,6,370,16.409,0.02,1,1,198.9,1,0.99,0.56,0.0586,0.0476
9947,0,0,0,7,0,1,2,200,62.832,0,1,1,3887.1,1,0,0.12,0.0004,0.072
9948,1,0,8,18,0,2,0,0,0,0,1,0,409.4,1,0.94,0.99,0.0943,0.0147
9949,1,28,25,30,0,3,10,520,66.909,0,1,1,6188.4,1,0.97,0.92,0.0643,0.0382
9950,0,20,24,1,13,18,2,150,1.35,0,1,1,0.2,0,0.95,0.71,0.0611,0.0075
9951,1,1,2,0,14,6,2,100,0,0,0,1,0,0,0.99,0.97,0.0886,0.0408
9952,0,8,27,16,18,23,3,190,1.2,0,1,1,1472.5,0,1,0.96,0.0849,0.0671
9953,1,12,28,0,0,5,3,120,0,0,0,1,0,0,0.98,0.39,0.0177,0.0533
9954,1,18,17,7,13,23,1,1500,757.196,0,1,1,1261.3,1,0.99,0.78,0.0465,0.0156
9955,0,17,24,2,0,19,2,150,0.25,13,1,1,84.9,0,0.98,0.98,0.0903,0.0204
9956,1,18,23,0,1,2,3,300,0,0,0,1,0,0,0.89,0.92,0.0643,0.0382
9957,0,17,26,4,29,26,3,300,4.56,48,1,1,1012.1,1,0.94,0.84,0.0839,0.0386
9958,1,13,19,7,1,1,3,310,0.009,170,1,1,2183.5,1,0.99,0.92,0.0997,0.0498
9959,0,30,29,1,2,4,11,750,2.7,0,1,1,0,0,0.98,0.9,0.0901,0.1266
9960,1,0,0,0,0,0,1,50,0,0,0,1,0,0,0,0.12,0.0004,0.072
9961,0,30,30,9,3,25,5,670,0.75,500.01,1,1,4521.1,1,0.98,0.4,0.0315,-0.0036
9962,1,13,25,0,0,7,2,240,0,0,0,1,0,0,0.99,0.32,0.0311,-0.0055
9963,0,15,11,22,1,15,9,725,134.96,249,1,1,3840.3,1,0.98,0.46,0.0427,0.0026
9964,0,18,14,10,4,5,2,145,0,1,1,1,4.7,1,0.96,0.47,0.0321,0.014
9965,1,17,23,3,6,7,9,568,0,16,1,1,0,0,0.99,0.94,0.0616,-0.0008
9966,1,16,24,15,0,2,1,100,15.009,0,1,1,0.8,0,0.97,0.92,0.0643,0.0382
9967,1,7,24,0,0,7,0,0,0,0,0,0,0,0,1,0.45,0.0206,0.039
9968,0,13,18,30,30,30,10,1500,68.54,856,1,1,11814.8,1,0.97,0.64,0.0445,0.0345
9969,1,27,22,8,1,7,2,90,12.067,0,1,1,112.2,1,0.95,0.78,0.0465,0.0156
9970,1,5,17,0,1,5,0,0,0,0,0,0,0,0,1,0.47,0.0321,0.014
9971,1,16,21,3,5,22,3,150,6.812,2,1,1,5.9,0,1,0.96,0.0849,0.0671
9972,0,30,28,1,9,22,7,800,0,0,1,1,0.1,0,0.96,0.96,0.0849,0.0671
9973,1,0,0,0,19,19,1,140,0,0,0,1,0,0,0,0.96,0.0849,0.0671
9974,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.12,0.0004,0.072
9975,1,29,25,0,0,2,4,120,0,0,0,1,0,0,0.98,0.41,0.0407,0.0211
9976,0,23,27,1,29,30,6,335,0,0,1,1,0,0,0.99,0.79,0.0466,0.0136
9977,0,26,21,28,2,4,7,660,1.35,0,1,1,1941.7,0,0.98,0.68,0.0645,0.0304
9978,1,24,29,20,4,15,7,570,15,0,1,1,2,0,0.96,0.9,0.0705,0.0186
9979,1,4,28,21,0,2,4,120,33.221,0,1,1,109.3,1,0.99,0.54,0.0428,0.0098
9980,1,15,24,18,6,6,3,530,0.022,0,1,1,6721.5,1,0.97,0.99,0.0943,0.0147
9981,1,9,28,17,3,5,4,250,35.647,93.01,1,1,4082,1,1,0.96,0.0849,0.0671
9982,0,22,15,14,20,24,1,300,87,0,1,1,1905.5,0,1,0.96,0.0849,0.0671
9983,1,10,23,0,4,8,2,340,0,0,0,1,0,0,0.96,0.95,0.0744,0.018
9984,1,13,11,14,2,11,3,300,15.501,88,1,1,3846.5,1,0.97,0.64,0.0709,0.034
9985,1,0,0,1,0,1,0,0,0,0,1,0,0.5,0,1,0.99,0.0943,0.0147
9986,0,12,25,19,0,6,4,320,2.651,152,1,1,1252.4,0,0.97,0.68,0.0645,0.0304
9987,1,30,17,0,3,9,1,60,0,0,0,1,0,0,0.98,0.51,0.0463,0.0073
9988,1,29,29,0,0,3,1,100,0,0,0,1,0,0,0.98,0.84,0.0552,-0.0028
9989,0,23,13,29,1,4,4,550,25.325,0,1,1,5497.8,1,0.99,0.9,0.0705,0.0186
9990,0,29,26,3,5,9,7,535,1.35,0,1,1,0.1,0,0.95,0.97,0.0886,0.0408
9991,0,8,12,27,0,6,3,600,13.535,480.01,1,1,6201,1,0.99,0.12,0.0004,0.072
9992,1,3,13,0,0,1,1,50,0,0,0,1,0,0,0.98,0.39,0.02,-0.0206
9993,0,18,28,3,2,19,5,350,0,0,1,1,0.1,0,1,0.99,0.0788,0.0405
9994,0,19,26,30,7,13,2,300,0,0,1,1,6131.4,1,0.99,0.46,0.0445,-0.0081
9995,1,23,29,0,1,2,4,210,0,0,0,1,0,0,0.98,0.92,0.0915,0.0083
9996,0,30,30,3,0,6,10,300,4.617,0,1,1,103.9,1,0.96,0.8,0.0831,0.0223
9997,1,29,28,12,0,22,4,500,6.75,170,1,1,321.3,0,0.98,0.99,0.1007,0.0918
9998,0,7,2,9,1,2,1,100,13.463,48,1,1,922.5,1,1,0.12,0.0004,0.072
9999,1,12,18,19,2,1,5,430,18.096,200,1,1,6055.4,1,1,0.96,0.0849,0.0671
10000,0,9,23,5,0,5,4,180,50.278,18,1,1,161.9,0,1,0.98,0.0903,0.0204
10001,1,13,29,0,0,0,3,150,0,0,0,1,0,0,1,0.96,0.0849,0.0671
10002,1,22,17,0,0,2,1,350,0,0,0,1,0,0,0.97,0.12,0.013,0.0163
10003,1,30,29,0,6,15,4,700,0,0,0,1,0,0,0.97,0.84,0.0552,-0.0028
10004,0,30,21,11,0,6,7,230,0,0,1,1,194.9,1,0.92,0.71,0.0611,0.0075
10005,0,9,5,1,1,3,2,150,1.35,12,1,1,0.1,0,1,0.19,0.0321,0.0307
10006,1,8,19,0,0,2,2,60,0,0,0,1,0,0,0.9,0.99,0.0943,0.0147
10007,0,17,21,18,30,30,3,300,0,90.82,1,1,44.7,0,0.9,0.46,0.0239,0.0091
10008,1,9,23,3,0,2,3,150,21.6,0,1,1,0,0,0.99,0.99,0.0943,0.0147
10009,0,5,2,12,1,5,1,50,18.9,0,1,1,0,0,1,0.96,0.0849,0.0671
10010,1,13,16,6,0,1,2,130,32.436,0,1,1,4.9,0,0.92,0.92,0.0997,0.0498
10011,0,12,27,26,20,13,6,900,1.503,655,1,1,4921,1,0.8,0.99,0.0788,0.0405
10012,1,30,30,15,26,25,15,1080,336.17,12.1,1,1,744.2,1,0.96,0.54,0.0428,0.0098
10013,1,20,25,4,0,2,3,120,0.145,0,1,1,125.3,0,0.97,0.4,0.0315,-0.0036
10014,1,22,16,0,0,1,3,150,0,0,0,1,0,0,0.98,0.97,0.0886,0.0408
10015,0,6,21,13,6,12,6,330,39.426,152,1,1,769.5,1,0.98,0.92,0.0915,0.0083
10016,0,10,24,8,3,11,4,165,13.5,0,1,1,0,0,0.83,0.57,0.0339,0.0124
10017,0,20,25,2,5,7,1,100,17.55,0,1,1,0.9,0,0.94,0.71,0.0611,0.0075
10018,0,30,30,2,0,3,1,100,0,0,1,1,0,0,0.98,0.52,0.0315,0.0187
10019,0,26,21,30,1,5,7,1100,75.79,0,1,1,6311.6,1,0.98,0.98,0.0903,0.0204
10020,1,17,16,0,0,8,7,630,0,0,0,1,0,0,0.91,0.95,0.0744,0.018
10021,0,14,16,22,1,5,4,530,228.289,32,1,1,2646.8,1,0.98,0.96,0.0849,0.0671
10022,1,30,30,0,0,4,4,185,0,0,0,1,0,0,0.91,0.42,0.0327,0.0091
10023,1,15,6,9,2,5,1,30,0,0,1,1,55.5,0,0.93,0.98,0.0903,0.0204
10024,0,19,28,9,1,3,5,340,8.1,0,1,1,0.2,0,0.98,0.97,0.0886,0.0408
10025,0,9,23,2,2,4,1,100,0,0,1,1,0,0,1,0.68,0.0645,0.0304
10026,0,21,20,23,4,4,4,800,11.104,0,1,1,7912.9,1,0.98,0.9,0.0901,0.1266
10027,1,11,15,5,9,18,2,150,7.025,45,1,1,4318.5,1,0.98,0.67,0.0643,0.0194
10028,1,30,30,1,4,11,2,400,0,0,1,1,0,0,0.99,0.57,0.0339,0.0124
10029,0,28,27,2,0,2,4,350,1.35,0,1,1,0,0,0.98,0.93,0.0723,0.0294
10030,0,24,24,29,1,1,4,350,194.611,0,1,1,2944,1,0.92,0.12,0.0004,0.072
10031,1,0,25,5,0,17,0,0,0,0,1,0,1.6,0,1,0.12,0.0004,0.072
10032,1,29,28,0,3,18,3,150,0,0,0,1,0,0,0.98,0.57,0.0339,0.0124
10033,0,15,30,27,0,7,2,361,4.05,0,1,1,417.2,0,0.99,0.56,0.0586,0.0476
10034,0,13,15,6,23,13,1,350,34.515,0,1,1,3.8,0,1,0.99,0.0788,0.0405
10035,0,16,15,7,0,18,5,350,11.008,36,1,1,26.6,0,0.87,0.64,0.0709,0.034
10036,0,5,15,19,29,29,2,150,11.753,1.03,1,1,124.1,0,0.97,0,0.0088,0.0317
10037,1,9,9,11,1,5,3,450,98.107,160,1,1,5112.3,1,0.91,0.96,0.0849,0.0671
10038,0,13,28,22,30,29,7,214,47.495,0,1,1,202.3,1,0.98,0.35,0.0536,0.0118
10039,1,10,9,3,2,3,1,30,0,0,1,1,5.4,1,0.99,0.34,0.0293,0.006
10040,1,30,26,17,29,30,4,900,18.014,0,1,1,1552.3,1,0.94,0.57,0.0339,0.0124
10041,0,29,27,8,3,8,12,730,17.55,0,1,1,0,0,0.96,0.96,0.0849,0.0671
10042,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0.12,0.0004,0.072
10043,0,27,27,27,23,26,12,900,232.56,36,1,1,1067.4,0,0.97,0.85,0.0756,0.0531
10044,1,20,29,15,7,7,2,550,3.023,160,1,1,5059.3,1,0.98,0.96,0.0849,0.0671
10045,1,10,29,23,4,2,5,220,49.95,0,1,1,0.4,0,0.9,0.96,0.0849,0.0671
10046,1,30,15,16,6,16,1,600,0,0,1,1,1516.7,1,1,0.96,0.0849,0.0671
10047,0,28,26,25,0,13,4,140,15.066,0,1,1,1323.4,1,0.98,0.47,0.0273,-0.0075
10048,0,4,29,2,14,24,1,100,3.75,16,1,1,102.2,0,0.95,0.92,0.0643,0.0382
10049,0,17,8,12,13,26,2,200,0.75,45,1,1,3233.4,1,0.97,0.23,0.0269,0.0265
10050,0,16,21,1,27,30,4,310,0.75,0,1,1,0,0,0.98,0.92,0.0997,0.0498
10051,1,28,26,0,12,3,7,750,0,0,0,1,0,0,0.98,0.32,0.0311,-0.0055
10052,0,30,30,1,0,5,8,900,0,0,1,1,0,0,0.97,0.4,0.0315,-0.0036
10053,1,29,29,2,2,3,6,290,47.404,12,1,1,295.9,1,0.99,0.79,0.0466,0.0136
10054,0,9,22,6,2,10,2,100,7.706,1,1,1,357.7,1,0.97,0.3,0.0333,0.0184
10055,0,26,27,23,29,27,6,1400,61.62,30,1,1,11008.4,1,0.99,0.97,0.0886,0.0408
10056,1,26,26,7,4,9,6,1100,0,0,1,1,0.1,0,0.97,0.9,0.0703,0.0117
10057,1,29,23,0,28,29,1,30,0,0,0,1,0,0,0.98,0.18,0.0237,0.0273
10058,0,15,28,9,0,8,5,240,20.018,29.01,1,1,245.6,0,0.97,0.9,0.0705,0.0186
10059,0,8,19,3,1,2,1,45,12.336,0,1,1,1.4,0,0.99,0.54,0.0483,0.0178
10060,1,8,29,0,3,5,2,100,0,0,0,1,0,0,0.99,0.85,0.0756,0.0531
10061,0,21,27,15,15,26,10,790,44.06,200.01,1,1,3433.3,1,0.94,0.38,0.0385,0.0165
10062,0,4,9,3,1,7,1,100,6.75,0,1,1,0.4,0,1,0.97,0.0886,0.0408
10063,0,14,11,24,0,1,4,470,42.934,271,1,1,909.3,1,0.95,0.69,0.0597,-0.0104
10064,0,9,7,7,0,0,2,200,44.14,0,1,1,713.7,1,0.98,0.92,0.0997,0.0498
10065,0,21,18,23,3,3,10,410,107.519,0,1,1,341.6,1,0.95,0.53,0.0283,0.0268
10066,1,25,18,0,1,16,1,50,0,0,0,1,0,0,0.89,0.34,0.0293,0.006
10067,0,16,26,19,1,9,13,705,58.37,280,1,1,5159,1,0.93,0.94,0.0616,-0.0008
10068,1,27,24,0,0,0,0,0,0,0,0,0,0,0,1,0.39,0.0177,0.0533
10069,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.12,0.0004,0.072
10070,0,29,30,1,3,1,9,850,1.35,0,1,1,0.1,0,0.98,0.85,0.0756,0.0531
10071,0,22,28,9,5,14,0,0,62.644,0,1,0,940,1,0.96,0.98,0.0903,0.0204
10072,1,27,29,2,14,22,1,350,0,0,1,1,337,0,0.98,0.85,0.0756,0.0531
10073,1,30,30,9,14,10,3,900,0,0,1,1,79.3,0,0.97,0.99,0.1007,0.0918
10074,1,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0183,0.0378
10075,1,0,0,1,0,8,1,50,27.22,0,1,1,13.1,0,1,0.92,0.0997,0.0498
10076,1,6,5,17,4,1,2,200,72.783,0,1,1,815.3,1,0.93,0.92,0.0643,0.0382
10077,0,3,5,1,0,2,1,100,4.995,15,1,1,2.2,0,0.95,0.85,0.0756,0.0531
10078,0,17,29,27,0,2,7,375,22.95,0,1,1,0.5,0,0.99,0.78,0.0465,0.0156
10079,1,28,21,0,1,2,4,495,0,0,0,1,0,0,0.94,0.79,0.0466,0.0136
10080,1,10,1,0,0,0,2,80,0,0,0,1,0,0,0.99,0.78,0.0465,0.0156
10081,1,28,28,0,5,11,3,550,0,0,0,1,0,0,0.98,0.94,0.0616,-0.0008
10082,1,25,26,24,2,8,5,790,12.785,0,1,1,17182.4,1,0.98,0.23,0.0269,0.0265
10083,1,6,29,1,0,10,3,170,0,0,1,1,0,0,0.94,0.56,0.0586,0.0476
10084,1,15,23,0,0,1,5,420,0,0,0,1,0,0,0.99,0.97,0.0886,0.0408
10085,0,29,30,5,2,3,8,550,0,0,1,1,0,0,0.96,0.56,0.0586,0.0476
10086,1,12,24,17,0,6,11,1000,179.782,270,1,1,13053.1,1,0.89,0.96,0.0849,0.0671
10087,0,28,29,1,22,29,3,250,0,0,1,1,2.1,0,0.94,0.32,0.0311,-0.0055
10088,1,0,27,0,0,1,0,0,0,0,0,0,0,0,1,0.48,0.0586,-0.0088
10089,0,28,30,25,0,4,6,1250,109.362,0,1,1,3997.7,1,0.96,0.9,0.0705,0.0186
10090,1,7,25,5,0,0,2,100,1.512,0,1,1,978.1,1,0.93,0.78,0.0465,0.0156
10091,1,18,27,16,1,3,8,405,23.025,72,1,1,944,1,0.97,0.98,0.0903,0.0204
10092,0,30,28,29,28,30,8,665,107.094,178,1,1,2440.1,1,0.98,0.12,0.013,0.0163
10093,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.46,0.0427,0.0026
10094,1,11,12,0,0,1,1,100,0,0,0,1,0,0,0.94,0.12,0.0004,0.072
10095,1,14,27,2,9,9,6,180,0,0,1,1,0,0,0.96,0.73,0.0523,0.0245
10096,0,10,22,1,0,1,2,150,0.062,1,1,1,0.2,0,0.99,0.25,0.0249,0.0092
10097,0,29,21,8,7,9,10,550,22.413,0,1,1,98,0,0.93,0.23,0.0269,0.0265
10098,0,23,25,25,0,1,4,400,55.35,0,1,1,0.1,0,0.9,0.69,0.0597,-0.0104
10099,0,20,13,24,4,0,3,110,23.343,0,1,1,1374.9,1,0.96,0.99,0.0943,0.0147
10100,0,29,26,30,0,4,1,600,5.948,0,1,1,801.9,1,0.98,0.44,0.044,0.0559
10101,0,22,30,25,1,28,8,960,17.048,0,1,1,9261.4,1,0.97,0.69,0.0597,-0.0104
10102,1,25,13,0,1,3,6,400,0,0,0,1,0,0,0.99,0.9,0.0901,0.1266
10103,0,8,9,3,7,9,4,260,14.254,47,1,1,2061.3,1,0.95,0.69,0.0553,0.0016
10104,1,15,23,0,0,8,5,410,0,0,0,1,0,0,0.92,0.85,0.0756,0.0531
10105,0,0,7,27,0,4,4,130,0,0,1,1,482.7,0,1,0.52,0.0315,0.0187
10106,0,21,25,1,1,1,11,500,2.216,1,1,1,85.1,0,0.99,0.78,0.0465,0.0156
10107,0,10,13,8,0,3,1,100,0,0,1,1,14,0,0.94,0.12,0.0004,0.072
10108,1,24,30,1,3,13,3,150,0,0,1,1,0,0,0.99,0.34,0.0293,0.006
10109,1,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0.96,0.0849,0.0671
10110,0,29,29,22,9,19,0,0,0,0,1,0,2043.3,1,0.99,0.96,0.0809,0.0286
10111,0,22,29,30,1,16,2,974,193.328,450,1,1,6196.8,1,0.97,0.64,0.0709,0.034
10112,1,23,23,0,0,2,6,310,0,0,0,1,0,0,0.98,0.79,0.0466,0.0136
10113,0,12,18,3,0,12,2,150,23.25,0,1,1,1.7,0,0.97,0.59,0.0458,0.0023
10114,1,3,22,12,2,9,1,100,19.776,22.01,1,1,457.2,0,0.95,0.48,0.0586,-0.0088
10115,1,1,6,0,0,12,0,0,0,0,0,0,0,0,1,0.44,0.0443,0.0263
10116,1,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0.12,0.0004,0.072
10117,0,30,30,30,29,30,5,950,33.938,0,1,1,15133.5,1,1,0.92,0.0643,0.0382
10118,0,12,8,4,0,0,3,388,39.22,45,1,1,485.2,0,0.95,0.12,0.0004,0.072
10119,0,7,11,2,0,2,1,100,26.406,0,1,1,2.4,0,0.95,0.97,0.0886,0.0408
10120,0,28,21,1,15,12,1,50,0,0,1,1,1.3,0,0.98,0.92,0.0643,0.0382
10121,0,21,20,1,0,5,2,60,0,0,1,1,0.1,0,1,0.41,0.0344,0.0018
10122,1,6,29,29,0,3,11,1318.64,652.107,221,1,1,12272,1,0.99,0.12,0.0004,0.072
10123,1,17,17,15,0,9,5,150,35.392,0,1,1,401.9,1,0.98,0.47,0.0273,-0.0075
10124,1,7,24,0,4,12,3,250,0,0,0,1,0,0,0.95,0.85,0.0756,0.0531
10125,1,3,3,1,1,0,0,0,1.35,0,1,0,0.1,0,0.98,0.12,0.0004,0.072
10126,1,3,23,0,5,8,2,100,0,0,0,1,0,0,0.98,0.46,0.0427,0.0026
10127,0,21,29,30,18,28,4,900,35.605,0.01,1,1,10062,1,1,0.46,0.0435,0.0131
10128,1,5,25,5,28,30,2,150,33,1,1,1,72.7,1,0.89,0,0.008,0.0109
10129,0,20,14,4,0,5,3,160,32.146,0,1,1,60.4,1,0.96,0.68,0.0645,0.0304
10130,0,1,28,24,19,23,3,150,29.526,56.01,1,1,408.7,1,0.96,0.9,0.0901,0.1266
10131,1,19,23,18,28,29,4,460,18.187,220,1,1,4914.2,1,0.97,0.84,0.0552,-0.0028
10132,0,6,25,1,0,2,2,100,0,0,1,1,0,0,1,0.45,0.0206,0.039
10133,1,30,24,0,1,4,11,590,0,0,0,1,0,0,0.95,0.92,0.0997,0.0498
10134,0,22,15,30,0,13,3,160,22.164,10.04,1,1,5698.3,1,0.94,0.68,0.0645,0.0304
10135,0,18,30,2,26,29,7,325,4.05,0,1,1,2,0,0.95,0.92,0.0915,0.0083
10136,1,29,30,1,5,7,5,350,1.35,0,1,1,0,0,0.98,0.27,0.028,0.0253
10137,1,29,27,1,30,30,2,200,0,0,1,1,0,0,0.75,0.99,0.0788,0.0405
10138,0,6,6,7,3,4,2,300,0,0,1,1,1865.7,1,0.97,0.12,0.0004,0.072
10139,0,14,19,30,0,4,0,0,0,170,1,0,1985.5,1,0.97,0.92,0.0643,0.0382
10140,1,0,7,0,0,2,0,0,0,0,0,0,0,0,1,0.8,0.0831,0.0223
10141,1,7,30,3,0,14,4,120,14.377,1,1,1,13.9,0,0.98,0.78,0.0465,0.0156
10142,1,26,28,22,0,2,8,800,97.068,174,1,1,6633.4,1,0.99,0.93,0.0723,0.0294
10143,0,30,28,22,4,7,1,350,0,0,1,1,329.5,0,0.99,0.92,0.0915,0.0083
10144,0,9,15,4,0,0,2,80,0,0,1,1,1.2,0,0.98,0.04,0.0109,0.0381
10145,1,15,10,0,0,2,2,200,0,0,0,1,0,0,1,0.99,0.0788,0.0405
10146,1,21,20,0,0,3,2,100,0,0,0,1,0,0,0.98,0.4,0.0315,-0.0036
10147,0,1,1,7,4,8,2,100,5.734,30.01,1,1,2361.3,1,1,0.96,0.0849,0.0671
10148,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.96,0.0849,0.0671
10149,0,29,21,2,3,12,2,400,0,0,1,1,313,0,0.96,0.9,0.0901,0.1266
10150,0,17,7,24,1,7,3,270,12.94,185.03,1,1,6955.5,1,0.99,0.54,0.0483,0.0178
10151,0,23,26,24,0,3,4,920,72.891,0,1,1,16704.4,1,1,0.66,0.0467,0.021
10152,1,23,30,3,0,14,2,550,0,0,1,1,83.1,0,0.98,0.99,0.1007,0.0918
10153,1,30,30,0,1,8,4,680,0,0,0,1,0,0,0.95,0.77,0.0631,0.0179
10154,0,17,16,8,8,4,3,300,37.813,0,1,1,11,0,0.98,0.85,0.0756,0.0531
10155,0,20,21,6,9,15,7,400,10.003,64,1,1,941.4,1,0.96,0.92,0.0915,0.0083
10156,0,28,26,30,21,22,7,1400,73.5,0,1,1,7866.9,1,0.98,0.85,0.0756,0.0531
10157,1,9,12,15,0,16,2,460,11.833,32,1,1,3046,1,0.96,0.47,0.0273,-0.0075
10158,0,6,21,9,0,0,5,245,104.218,45,1,1,4501.3,1,1,0.79,0.0466,0.0136
10159,1,7,24,0,18,20,1,100,0,0,0,1,0,0,1,0.73,0.0523,0.0245
10160,1,0,7,2,0,0,0,0,0.177,0,1,0,307.1,0,0.91,0.9,0.0705,0.0186
10161,0,5,19,1,0,0,2,75,0,0,1,1,0,0,1,0.41,0.0154,0.0492
10162,1,12,19,0,0,2,1,100,0,0,0,1,0,0,1,0.04,0.0109,0.0381
10163,0,30,29,17,6,8,7,670,37.092,0,1,1,351.4,1,0.98,0.47,0.0321,0.014
10164,1,8,22,0,0,0,3,100,0,0,0,1,0,0,0.99,0.79,0.0466,0.0136
10165,0,16,27,17,22,29,3,235,91.896,22.77,1,1,303.6,1,0.99,0.9,0.0901,0.1266
10166,1,11,21,0,6,9,3,130,0,0,0,1,0,0,1,0.29,0.0105,0.0455
10167,1,0,23,0,0,2,0,0,0,0,0,0,0,0,1,0.54,0.0483,0.0178
10168,1,22,23,0,3,8,4,700,0,0,0,1,0,0,0.97,0.96,0.0849,0.0671
10169,0,14,20,29,1,1,2,700,0,0,1,1,625,1,1,0.96,0.0849,0.0671
10170,1,29,13,0,28,30,5,700,0,0,0,1,0,0,0.96,0.71,0.0611,0.0075
10171,1,4,23,3,1,17,2,140,32.814,60,1,1,1909.2,1,0.98,0.96,0.0849,0.0671
10172,0,14,28,30,28,30,4,550,54.283,18,1,1,4880.6,1,0.95,0.96,0.0849,0.0671
10173,1,29,27,3,1,7,8,450,31.071,0,1,1,2.8,1,0.99,0.78,0.0465,0.0156
10174,1,6,30,1,3,3,3,110,0,0,1,1,0,0,1,0.97,0.0886,0.0408
10175,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0.99,0.96,0.0849,0.0671
10176,0,7,24,5,0,1,1,100,0,0,1,1,202.7,1,0.96,0.64,0.0445,0.0345
10177,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0.12,0.0004,0.072
10178,0,23,29,18,9,21,8,700,101.737,358,1,1,14766.6,1,0.94,0.46,0.0239,0.0091
10179,0,8,27,29,2,10,6,600,47.126,424,1,1,9068.8,1,1,0.12,0.0004,0.072
10180,0,30,30,1,1,7,11,530,0,0,1,1,0,0,0.96,0.9,0.0705,0.0186
10181,1,30,29,0,18,21,4,190,0,0,0,1,0,0,0.99,0.8,0.0831,0.0223
10182,1,3,2,0,0,2,0,0,0,0,0,0,0,0,0.96,0.46,0.0427,0.0026
10183,1,4,28,0,0,1,3,140,0,0,0,1,0,0,0.99,0.47,0.0321,0.014
10184,0,2,0,17,2,6,2,100,58.763,0,1,1,37.2,1,1,0.96,0.0849,0.0671
10185,1,3,14,0,2,9,1,60,0,0,0,1,0,0,1,0.96,0.0849,0.0671
10186,0,13,29,30,27,29,3,400,0,170,1,1,2501.9,1,0.99,0.68,0.0645,0.0304
10187,1,29,30,1,2,14,9,850,0,0,1,1,0,0,0.96,0.23,0.0269,0.0265
10188,1,25,13,30,0,6,7,1400,55.126,160,1,1,21372.3,1,1,0.93,0.0723,0.0294
10189,1,14,18,0,1,4,9,310,0,0,0,1,0,0,0.9,0.66,0.0467,0.021
10190,1,2,4,0,0,1,0,0,0,0,0,0,0,0,1,0.12,0.0004,0.072
10191,0,3,6,30,0,0,9,400,56.878,82.02,1,1,7141.7,1,1,0.5,0.0324,0.0015
10192,1,26,24,0,7,2,5,150,0,0,0,1,0,0,0.99,0.23,0.0269,0.0265
10193,0,27,9,27,0,2,1,30,45.001,0,1,1,1520.6,0,0.98,0.99,0.0943,0.0147
10194,0,12,13,2,1,6,5,350,10.968,0,1,1,26,0,0.89,0.79,0.0466,0.0136
10195,1,29,28,0,0,7,12,470,0,0,0,1,0,0,0.98,0.38,0.0385,0.0165
10196,0,2,12,3,15,19,2,60,0,0,1,1,0,0,0.42,0.96,0.0849,0.0671
10197,1,11,6,0,0,4,2,60,0,0,0,1,0,0,0.97,0.8,0.0831,0.0223
10198,0,8,13,6,6,17,1,50,5.926,1,1,1,5.6,0,0.86,0.68,0.0645,0.0304
10199,0,15,29,1,0,4,4,360,0,0,1,1,1.2,0,0.93,0.98,0.0903,0.0204
10200,0,20,17,1,2,5,4,260,9.466,0,1,1,1.9,0,0.95,0.34,0.0293,0.006
10201,0,30,30,4,7,12,10,825,4.557,0,1,1,61.7,0,0.96,0.4,0.0231,0.0477
10202,0,15,19,14,19,19,6,500,21.938,187,1,1,2356,1,0.99,0.4,0.032,0.0077
10203,1,14,19,0,0,4,1,100,0,0,0,1,0,0,0.96,0.32,0.0311,-0.0055
10204,0,15,18,16,1,9,2,340,0.621,0,1,1,1942.9,1,0.99,0.99,0.0788,0.0405
10205,1,29,29,0,0,2,14,620,0,0,0,1,0,0,0.98,0.94,0.0616,-0.0008
10206,0,9,19,2,3,3,4,210,74.373,0,1,1,11.8,0,0.97,0.46,0.0445,-0.0081
10207,0,27,26,1,0,6,7,550,0,0,1,1,0,0,0.98,0.52,0.0315,0.0187
10208,0,27,29,30,4,18,10,1160,21.168,0,1,1,11813.8,1,0.97,0.92,0.0915,0.0083
10209,0,25,29,30,27,30,2,400,0,0,1,1,3607.1,1,0.98,0.58,0.0403,0.0068
10210,0,6,11,7,0,0,1,100,28.429,0,1,1,1.7,0,0.99,0.92,0.0915,0.0083
10211,1,1,4,1,0,4,0,0,0,0,1,0,1.7,0,1,0.12,0.0004,0.072
10212,0,12,17,7,5,3,2,200,114.861,0,1,1,494.7,1,1,0.96,0.0849,0.0671
